category1_code,category2_code,product_code,title,imageurl,price_eur,title_cleaned
JEWELRY,COCO CRUSH,PJ12365,Steppmotiv  18 Karat Gelbgold,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/coco-bracelet-yellow-yellow-gold-packshot-default-j12365-9532583378974.jpg",1740.0,steppmotiv 18 karat gelbgold
JEWELRY,EARRINGS,PJ12440,18 Karat Weißgold  Diamanten,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/comete-1932-transformable-earrings-white-diamond-white-gold-packshot-default-j12440-9533805527070.jpg",11000.0,18 karat weißgold diamanten
JEWELRY,NECKLACES,PJ2530,Großes Modell  18 Karat Weißgold  Diamanten,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/fil-de-camelia-necklace-diamond-white-gold-packshot-default-j2530-9527964336158.jpg",16000.0,großes modell 18 karat weißgold diamanten
JEWELRY,RINGS,PJ2579,Mittelgroßes Modell  18 Karat Weißgold  Diamanten,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/fil-de-camelia-ring-diamond-white-gold-packshot-default-j2579-9528988565534.jpg",9350.0,mittelgroßes modell 18 karat weißgold diamanten
FASHION,COSTUME JEWELRY,PABB363B13567,Metall  Harz & Strass  Goldfarben  Gelb & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/long-pendant-necklace-gold-yellow-crystal-metal-resin-strass-metal-resin-strass-packshot-artistique-vue1-abb363b13567nq091-9524094074910.jpg",1170.0,metall harz & strass goldfarben gelb & kristall
FASHION,COSTUME JEWELRY,PABB923B14708,Metall & Strass  Silberfarben  Schwarz & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/pendant-earrings-silver-black-crystal-metal-strass-metal-strass-packshot-artistique-vue2-abb923b14708ns686-9527433691166.jpg",730.0,metall & strass silberfarben schwarz & kristall
FASHION,COSTUME JEWELRY,PABB988B14649,Metall  Glasperlen & Strass  Goldfarben  Perlmuttweiß  Schwarz & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/hoop-earrings-gold-pearly-white-black-crystal-metal-glass-pearls-strass-metal-glass-pearls-strass-packshot-artistique-vue2-abb988b14649ns517-9527437525022.jpg",810.0,metall glasperlen & strass goldfarben perlmuttweiß schwarz & kristall
FASHION,COSTUME JEWELRY,PABC047B14709,Metall  Harz & Strass  Silberfarben  Schwarz & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/pendant-necklace-silver-black-crystal-metal-resin-strass-metal-resin-strass-packshot-artistique-vue1-abc047b14709ns686-9527291641886.jpg",870.0,metall harz & strass silberfarben schwarz & kristall
JEWELRY,RINGS,PJ2671,Großes Modell  18 Karat Weißgold  Diamanten,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/fil-de-camelia-ring-white-gold-diamond-packshot-default-j2671-8830052302878.jpg",15900.0,großes modell 18 karat weißgold diamanten
JEWELRY,NECKLACES,PJ3173,18 Karat Weißgold  Diamanten  schwarze Keramik,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/ultra-necklace-white-gold-diamond-black-ceramic-packshot-default-j3173-9527976099870.jpg",6450.0,18 karat weißgold diamanten schwarze keramik
JEWELRY,RINGS,PJ3413,18 Karat Weißgold  zentraler Diamant  Diamanten,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/ruban-ring-white-gold-diamond-packshot-default-j3413-9528988041246.jpg",8500.0,18 karat weißgold zentraler diamant diamanten
